,attribute_id,attribute_name,attribute_question,group_id,active,attribute_tooltip
208,3402,Lukualue,"{""fi"":""Onko rakennuksessa lukualue?"", ""sv"":""[Svenska]Onko rakennuksessa lukualue?"", ""en"":""[English]Onko rakennuksessa lukualue?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
209,3403,Lukusali,"{""fi"":""Onko rakennuksessa lukusali?"", ""sv"":""[Svenska]Onko rakennuksessa lukusali?"", ""en"":""[English]Onko rakennuksessa lukusali?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
210,3404,Näyttelytila,"{""fi"":""Onko rakennuksessa näyttelytila?"", ""sv"":""[Svenska]Onko rakennuksessa näyttelytila?"", ""en"":""[English]Onko rakennuksessa näyttelytila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
211,35,Näyttely,"{""fi"":""Onko rakennuksessa näyttely?"", ""sv"":""[Svenska]Onko rakennuksessa näyttely?"", ""en"":""[English]Onko rakennuksessa näyttely?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
212,3501,Näyttelyhalli,"{""fi"":""Onko rakennuksessa näyttelyhalli?"", ""sv"":""[Svenska]Onko rakennuksessa näyttelyhalli?"", ""en"":""[English]Onko rakennuksessa näyttelyhalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
213,36,Sisäuinti,"{""fi"":""Onko rakennuksessa sisäuinti?"", ""sv"":""[Svenska]Onko rakennuksessa sisäuinti?"", ""en"":""[English]Onko rakennuksessa sisäuinti?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
214,3601,Uima-allasalue,"{""fi"":""Onko rakennuksessa uima-allasalue?"", ""sv"":""[Svenska]Onko rakennuksessa uima-allasalue?"", ""en"":""[English]Onko rakennuksessa uima-allasalue?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
215,37,Sisäliikunta,"{""fi"":""Onko rakennuksessa sisäliikunta?"", ""sv"":""[Svenska]Onko rakennuksessa sisäliikunta?"", ""en"":""[English]Onko rakennuksessa sisäliikunta?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
216,3701,Urheiluhalli,"{""fi"":""Onko rakennuksessa urheiluhalli?"", ""sv"":""[Svenska]Onko rakennuksessa urheiluhalli?"", ""en"":""[English]Onko rakennuksessa urheiluhalli?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
217,38,Päivähoito,"{""fi"":""Onko rakennuksessa päivähoito?"", ""sv"":""[Svenska]Onko rakennuksessa päivähoito?"", ""en"":""[English]Onko rakennuksessa päivähoito?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
218,3801,Lepo- ja leikkihuone,"{""fi"":""Onko rakennuksessa lepo- ja leikkihuone?"", ""sv"":""[Svenska]Onko rakennuksessa lepo- ja leikkihuone?"", ""en"":""[English]Onko rakennuksessa lepo- ja leikkihuone?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
219,39,Oppiminen,"{""fi"":""Onko rakennuksessa oppiminen?"", ""sv"":""[Svenska]Onko rakennuksessa oppiminen?"", ""en"":""[English]Onko rakennuksessa oppiminen?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
220,3901,Kotiluokka,"{""fi"":""Onko rakennuksessa kotiluokka?"", ""sv"":""[Svenska]Onko rakennuksessa kotiluokka?"", ""en"":""[English]Onko rakennuksessa kotiluokka?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
221,3902,Pintakäsittelytila,"{""fi"":""Onko rakennuksessa pintakäsittelytila?"", ""sv"":""[Svenska]Onko rakennuksessa pintakäsittelytila?"", ""en"":""[English]Onko rakennuksessa pintakäsittelytila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
222,3903,Puutyötila,"{""fi"":""Onko rakennuksessa puutyötila?"", ""sv"":""[Svenska]Onko rakennuksessa puutyötila?"", ""en"":""[English]Onko rakennuksessa puutyötila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
223,3904,Tekstiilityö- ja musiikkiluokka,"{""fi"":""Onko rakennuksessa tekstiilityö- ja musiikkiluokka?"", ""sv"":""[Svenska]Onko rakennuksessa tekstiilityö- ja musiikkiluokka?"", ""en"":""[English]Onko rakennuksessa tekstiilityö- ja musiikkiluokka?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
224,3905,Tulityötila,"{""fi"":""Onko rakennuksessa tulityötila?"", ""sv"":""[Svenska]Onko rakennuksessa tulityötila?"", ""en"":""[English]Onko rakennuksessa tulityötila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
225,3906,Ulkoiluvälinevarasto,"{""fi"":""Onko rakennuksessa ulkoiluvälinevarasto?"", ""sv"":""[Svenska]Onko rakennuksessa ulkoiluvälinevarasto?"", ""en"":""[English]Onko rakennuksessa ulkoiluvälinevarasto?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
226,3907,Lukutila,"{""fi"":""Onko rakennuksessa lukutila?"", ""sv"":""[Svenska]Onko rakennuksessa lukutila?"", ""en"":""[English]Onko rakennuksessa lukutila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
227,3908,Studiotila,"{""fi"":""Onko rakennuksessa studiotila?"", ""sv"":""[Svenska]Onko rakennuksessa studiotila?"", ""en"":""[English]Onko rakennuksessa studiotila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
228,3909,Yleisopetustila,"{""fi"":""Onko rakennuksessa yleisopetustila?"", ""sv"":""[Svenska]Onko rakennuksessa yleisopetustila?"", ""en"":""[English]Onko rakennuksessa yleisopetustila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
229,3910,Auditorio,"{""fi"":""Onko rakennuksessa auditorio?"", ""sv"":""[Svenska]Onko rakennuksessa auditorio?"", ""en"":""[English]Onko rakennuksessa auditorio?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
230,40,Kokoelma,"{""fi"":""Onko rakennuksessa kokoelma?"", ""sv"":""[Svenska]Onko rakennuksessa kokoelma?"", ""en"":""[English]Onko rakennuksessa kokoelma?""}",,False,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
231,41,Eläinten kasvatus,"{""fi"":""Onko rakennuksessa eläinten kasvatus?"", ""sv"":""[Svenska]Onko rakennuksessa eläinten kasvatus?"", ""en"":""[English]Onko rakennuksessa eläinten kasvatus?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
232,4101,Eläinsuoja,"{""fi"":""Onko rakennuksessa eläinsuoja?"", ""sv"":""[Svenska]Onko rakennuksessa eläinsuoja?"", ""en"":""[English]Onko rakennuksessa eläinsuoja?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
233,4102,Pesutila,"{""fi"":""Onko rakennuksessa pesutila?"", ""sv"":""[Svenska]Onko rakennuksessa pesutila?"", ""en"":""[English]Onko rakennuksessa pesutila?""}",,True,"{""fi"":"""", ""se"":"""", ""en"":"""" }"
